Rk,Player,WS,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
477,Pat Spencer,0,2023-24,27,GSW,6,0,0,26,2,4,2,2,0,2,0,0,2,2,4,5,0,0,1,1,4,0.5,1,0,,0.5,0.5,G
478,Jalen Slawson,0,2023-24,24,SAC,12,0,0,37,4,6,4,4,0,2,0,0,1,6,7,2,1,1,2,8,8,0.667,1,0,,0.667,0.667,F
479,Ashton Hagans,0,2023-24,24,POR,19,1,0,316,29,71,21,46,8,25,14,17,14,31,45,54,11,9,30,40,80,0.408,0.457,0.32,0.824,0.51,0.465,G
480,Bones Hyland,0,2023-24,23,LAC,37,5,0,540,97,251,53,116,44,135,18,23,5,50,55,93,26,4,44,51,256,0.386,0.457,0.326,0.783,0.49,0.474,G
481,Jason Preston,0,2023-24,24,UTA,7,0,0,71,6,19,6,16,0,3,0,0,6,11,17,16,2,1,2,3,12,0.316,0.375,0,,0.316,0.316,G
482,Ish Wainright,0,2023-24,29,"PHO,POR",11,0,0,62,7,24,0,4,7,20,2,2,3,11,14,1,4,1,2,8,23,0.292,0,0.35,1,0.462,0.438,F
483,Henri Drell,0,2023-24,23,CHI,4,0,0,30,4,10,2,4,2,6,1,2,1,3,4,4,2,1,2,6,11,0.4,0.5,0.333,0.5,0.506,0.5,G
484,Colby Jones,0,2023-24,21,SAC,30,0,0,192,28,71,26,49,2,22,6,11,17,23,40,20,7,5,10,29,64,0.394,0.531,0.091,0.545,0.422,0.408,G
485,Hamidou Diallo,0,2023-24,25,WAS,2,0,0,5,1,2,1,2,0,0,0,0,2,0,2,1,2,0,1,1,2,0.5,0.5,,,0.5,0.5,G
486,Daishen Nix,0,2023-24,21,MIN,15,0,0,50,9,24,3,7,6,17,3,6,1,2,3,6,5,0,5,2,27,0.375,0.429,0.353,0.5,0.507,0.5,G
487,Ty Jerome,0,2023-24,26,CLE,2,0,0,15,2,4,2,3,0,1,0,0,1,0,1,3,0,0,1,2,4,0.5,0.667,0,,0.5,0.5,G
488,Shaquille Harrison,0,2023-24,30,MEM,3,0,0,6,1,2,1,2,0,0,0,0,0,2,2,0,0,1,0,0,2,0.5,0.5,,,0.5,0.5,G
489,Admiral Schofield,0,2023-24,26,ORL,23,0,0,84,10,26,4,10,6,16,0,2,3,14,17,7,1,0,5,9,26,0.385,0.4,0.375,0,0.484,0.5,G-F
490,Robin Lopez,0,2023-24,35,MIL,16,2,0,65,7,19,5,11,2,8,2,2,3,2,5,4,1,3,2,7,18,0.368,0.455,0.25,1,0.453,0.421,C
491,Hunter Tyson,0,2023-24,23,DEN,18,0,0,48,8,20,4,6,4,14,0,0,1,8,9,2,1,0,2,10,20,0.4,0.667,0.286,,0.5,0.5,F
492,Ron Harper Jr.,0,2023-24,23,TOR,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,,,,,G-F
493,DeJon Jarreau,0,2023-24,26,MEM,9,0,0,150,17,50,13,37,4,13,5,11,8,36,44,26,6,2,9,14,43,0.34,0.351,0.308,0.455,0.392,0.38,G
494,Jett Howard,0,2023-24,20,ORL,18,0,0,67,10,30,3,5,7,25,2,4,1,6,7,6,2,2,3,4,29,0.333,0.6,0.28,0.5,0.457,0.45,G
495,Filip Petrušev,0,2023-24,23,"PHI,SAC",3,0,0,10,1,2,1,2,0,0,1,2,0,1,1,0,0,0,0,1,3,0.5,0.5,,0.5,0.521,0.5,F-C
496,Kevon Harris,0,2023-24,26,ORL,2,0,0,6,2,3,2,3,0,0,0,0,0,2,2,1,0,0,1,3,4,0.667,0.667,,,0.667,0.667,G
497,Joe Harris,0,2023-24,32,DET,16,0,0,170,14,39,4,9,10,30,1,2,3,10,13,10,3,2,4,19,39,0.359,0.444,0.333,0.5,0.489,0.487,G
498,Dexter Dennis,0,2023-24,24,DAL,4,0,0,30,10,19,9,11,1,8,1,3,1,8,9,4,0,1,3,1,22,0.526,0.818,0.125,0.333,0.541,0.553,G
499,Justin Jackson,0,2023-24,28,MIN,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,G-F
500,Greg Brown III,0,2023-24,22,DAL,6,0,0,40,5,11,4,8,1,3,4,9,3,6,9,4,0,4,4,5,15,0.455,0.5,0.333,0.444,0.501,0.5,F
501,Javonte Smart,0,2023-24,24,PHI,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,G
502,Malcolm Cazalon,0,2023-24,22,DET,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,G
503,Alex Fudge,0,2023-24,20,"DAL,LAL",6,0,0,40,6,15,5,10,1,5,2,2,4,1,5,0,3,0,2,2,15,0.4,0.5,0.2,1,0.472,0.433,F
504,Mason Jones,0,2023-24,25,SAC,5,0,0,28,2,8,0,1,2,7,1,2,1,4,5,5,1,0,2,3,7,0.25,0,0.286,0.5,0.394,0.375,G
505,Izaiah Brockington,0,2023-24,24,NOP,1,0,0,3,2,5,2,4,0,1,0,0,1,1,2,0,0,0,0,0,4,0.4,0.5,0,,0.4,0.4,G
506,Isaiah Thomas,0,2023-24,34,PHO,6,0,0,19,3,10,1,6,2,4,0,0,0,0,0,3,0,0,0,0,8,0.3,0.167,0.5,,0.4,0.4,G
507,Danny Green,0,2023-24,36,PHI,2,0,0,18,0,2,0,1,0,1,0,0,0,2,2,1,1,0,0,1,0,0,0,0,,0,0,G-F
508,Taze Moore,0,2023-24,25,POR,4,0,0,40,8,19,7,12,1,7,1,2,4,4,8,5,2,0,3,4,18,0.421,0.583,0.143,0.5,0.453,0.447,G
509,Dariq Whitehead,0,2023-24,19,BRK,2,0,0,24,1,5,1,2,0,3,1,2,0,4,4,3,0,1,0,0,3,0.2,0.5,0,0.5,0.255,0.2,F
510,D'Moi Hodge,0,2023-24,25,LAL,7,0,0,41,5,15,2,3,3,12,1,2,0,0,0,5,1,1,1,4,14,0.333,0.667,0.25,0.5,0.441,0.433,G
511,Dmytro Skapintsev,0,2023-24,25,NYK,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,C
512,Jalen Crutcher,0,2023-24,24,NOP,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,G
513,Isaiah Wong,0,2023-24,23,IND,1,0,0,4,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0.333,0.5,0,,0.333,0.333,G
514,Lindell Wigginton,0,2023-24,25,MIL,3,0,0,8,2,5,2,3,0,2,2,2,0,0,0,0,0,0,1,1,6,0.4,0.667,0,1,0.51,0.4,G
515,Juan Toscano-Anderson,0,2023-24,30,SAC,11,0,0,53,3,12,2,8,1,4,0,0,4,10,14,4,1,1,2,11,7,0.25,0.25,0.25,,0.292,0.292,F
516,Kira Lewis Jr.,0,2023-24,22,"NOP,TOR,UTA",28,0,0,265,34,92,30,59,4,33,17,20,9,17,26,37,9,2,14,13,89,0.37,0.508,0.121,0.85,0.441,0.391,G
517,Thanasis Antetokounmpo,0,2023-24,31,MIL,34,0,0,155,16,30,16,29,0,1,0,2,7,6,13,17,7,4,14,24,32,0.533,0.552,0,0,0.518,0.533,F
518,Armoni Brooks,0,2023-24,25,BRK,10,0,0,104,15,46,4,14,11,32,1,2,7,11,18,5,1,1,3,3,42,0.326,0.286,0.344,0.5,0.448,0.446,G
519,E.J. Liddell,0,2023-24,23,NOP,8,0,0,23,1,6,1,1,0,5,2,2,0,5,5,1,2,2,2,2,4,0.167,1,0,1,0.291,0.167,F
520,Adam Flagler,0,2023-24,24,OKC,2,0,0,14,1,7,0,1,1,6,0,0,0,0,0,4,0,0,0,0,3,0.143,0,0.167,,0.214,0.214,G
521,Usman Garuba,0,2023-24,21,GSW,6,0,0,18,1,6,1,5,0,1,1,2,3,4,7,1,1,3,2,2,3,0.167,0.2,0,0.5,0.218,0.167,F
522,James Johnson,0,2023-24,36,IND,9,0,0,47,3,10,3,8,0,2,2,2,1,3,4,8,5,1,5,9,8,0.3,0.375,0,1,0.368,0.3,F
523,Amari Bailey,-0.1,2023-24,19,CHO,10,0,0,65,8,24,7,16,1,8,6,7,6,3,9,7,3,0,4,2,23,0.333,0.438,0.125,0.857,0.425,0.354,G
524,R.J. Hampton,-0.1,2023-24,22,MIA,8,2,0,76,4,14,3,6,1,8,1,2,2,4,6,8,0,0,3,8,10,0.286,0.5,0.125,0.5,0.336,0.321,G
525,Evan Fournier,-0.1,2023-24,31,"DET,NYK",32,0,0,580,79,221,46,91,33,130,29,36,5,53,58,48,29,7,21,48,220,0.357,0.505,0.254,0.806,0.464,0.432,G-F
526,Xavier Moon,-0.1,2023-24,29,LAC,14,1,0,119,15,46,13,29,2,17,1,2,8,10,18,21,3,3,5,8,33,0.326,0.448,0.118,0.5,0.352,0.348,G
527,Markieff Morris,-0.1,2023-24,34,DAL,26,1,0,216,23,68,8,26,15,42,5,6,4,35,39,16,5,3,12,12,66,0.338,0.308,0.357,0.833,0.467,0.449,F
528,Jerome Robinson,-0.1,2023-24,26,GSW,22,0,0,81,11,33,9,16,2,17,7,11,1,5,6,5,1,3,2,5,31,0.333,0.563,0.118,0.636,0.41,0.364,G
529,Andrew Funk,-0.1,2023-24,24,CHI,5,0,0,13,0,4,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,G
530,Kaiser Gates,-0.1,2023-24,27,NOP,1,0,0,7,0,4,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,F
531,Ryan Arcidiacono,-0.1,2023-24,29,NYK,20,0,0,45,0,6,0,0,0,6,0,0,0,8,8,4,2,0,2,5,0,0,,0,,0,0,G
532,DaQuan Jeffries,-0.1,2023-24,26,NYK,17,0,0,46,6,17,4,7,2,10,0,2,0,5,5,5,0,1,3,2,14,0.353,0.571,0.2,0,0.391,0.412,G-F
533,TyTy Washington Jr.,-0.1,2023-24,22,MIL,11,0,0,56,6,20,4,14,2,6,0,0,1,4,5,5,3,0,2,1,14,0.3,0.286,0.333,,0.35,0.35,G
534,Pete Nance,-0.1,2023-24,23,CLE,8,0,0,27,1,6,0,5,1,1,0,2,0,3,3,0,1,0,1,2,3,0.167,0,1,0,0.218,0.25,F
535,Frank Ntilikina,-0.1,2023-24,25,CHO,5,0,0,43,1,9,0,1,1,8,2,2,1,5,6,4,0,0,1,4,5,0.111,0,0.125,1,0.253,0.167,G
536,Cole Swider,-0.1,2023-24,24,MIA,18,0,0,87,15,38,5,8,10,30,2,2,1,6,7,5,1,1,8,4,42,0.395,0.625,0.333,1,0.54,0.526,F
537,Yuta Watanabe,-0.1,2023-24,29,"MEM,PHO",34,0,0,464,41,116,16,31,25,85,10,17,11,43,54,15,12,7,19,39,117,0.353,0.516,0.294,0.588,0.474,0.461,F
538,Keyontae Johnson,-0.1,2023-24,23,OKC,9,0,0,66,5,16,4,13,1,3,0,0,4,6,10,4,1,0,4,5,11,0.313,0.308,0.333,,0.344,0.344,F
539,Charlie Brown Jr.,-0.1,2023-24,26,NYK,8,0,0,37,2,10,0,3,2,7,0,0,1,1,2,0,0,2,2,5,6,0.2,0,0.286,,0.3,0.3,G
540,Seth Lundy,-0.1,2023-24,23,ATL,9,0,0,52,4,17,1,4,3,13,3,4,1,6,7,0,0,0,1,6,14,0.235,0.25,0.231,0.75,0.373,0.324,G-F
541,Brandon Williams,-0.1,2023-24,24,DAL,17,0,0,113,20,54,17,39,3,15,11,17,4,9,13,17,1,1,7,4,54,0.37,0.436,0.2,0.647,0.439,0.398,G
542,Timmy Allen,-0.1,2023-24,24,MEM,5,0,0,125,6,23,6,16,0,7,1,2,4,13,17,5,4,0,2,18,13,0.261,0.375,0,0.5,0.272,0.261,F
543,Johnny Davis,-0.1,2023-24,21,WAS,50,6,0,613,62,154,48,114,14,40,14,24,18,54,72,32,18,10,13,57,152,0.403,0.421,0.35,0.583,0.462,0.448,G
544,Alondes Williams,-0.1,2023-24,24,MIA,7,0,0,16,2,8,2,4,0,4,1,1,0,1,1,0,0,1,2,2,5,0.25,0.5,0,1,0.296,0.25,G
545,Joshua Primo,-0.1,2023-24,21,LAC,2,0,0,10,1,3,1,2,0,1,0,0,1,0,1,0,0,1,4,0,2,0.333,0.5,0,,0.333,0.333,G
546,Rayan Rupert,-0.1,2023-24,19,POR,39,12,0,633,54,161,26,83,28,78,19,25,24,68,92,62,12,3,31,56,155,0.335,0.313,0.359,0.76,0.451,0.422,G
547,Kobe Bufkin,-0.1,2023-24,20,ATL,17,0,0,196,34,92,25,52,9,40,4,8,6,27,33,27,7,5,10,20,81,0.37,0.481,0.225,0.5,0.424,0.418,G
548,Jack White,-0.1,2023-24,26,MEM,4,0,0,64,2,16,0,6,2,10,0,0,4,8,12,1,4,1,2,3,6,0.125,0,0.2,,0.188,0.188,F
549,Isaiah Livers,-0.1,2023-24,25,DET,23,6,0,469,40,116,18,39,22,77,12,18,15,33,48,25,13,5,16,43,114,0.345,0.462,0.286,0.667,0.46,0.44,F
550,Gabe Vincent,-0.1,2023-24,27,LAL,11,0,0,218,15,49,12,21,3,28,1,2,4,5,9,21,9,0,5,19,34,0.306,0.571,0.107,0.5,0.341,0.337,G
551,Onuralp Bitim,-0.1,2023-24,24,CHI,23,1,0,268,32,84,20,40,12,44,4,5,6,26,32,13,3,2,10,24,80,0.381,0.5,0.273,0.8,0.464,0.452,F
552,Malik Williams,-0.2,2023-24,25,TOR,7,2,0,107,9,34,8,29,1,5,0,2,15,23,38,2,3,4,3,15,19,0.265,0.276,0.2,0,0.272,0.279,C
553,Zavier Simpson,-0.2,2023-24,26,MEM,7,0,0,161,17,54,12,37,5,17,3,4,4,16,20,25,7,3,10,11,42,0.315,0.324,0.294,0.75,0.377,0.361,G
554,Cody Martin,-0.2,2023-24,28,CHO,28,22,0,753,82,215,55,129,27,86,20,33,19,90,109,104,32,18,44,48,211,0.381,0.426,0.314,0.606,0.46,0.444,G-F
555,Wenyen Gabriel,-0.2,2023-24,26,MEM,5,0,0,81,8,22,7,16,1,6,0,5,7,18,25,3,2,2,8,10,17,0.364,0.438,0.167,0,0.351,0.386,F
556,Luka Šamanić,-0.2,2023-24,24,UTA,43,7,0,404,60,158,47,94,13,64,44,56,22,80,102,19,5,7,28,32,177,0.38,0.5,0.203,0.786,0.485,0.421,F
557,Jamaree Bouyea,-0.3,2023-24,24,"POR,SAS",9,0,0,95,10,28,9,19,1,9,0,0,3,16,19,11,1,0,9,10,21,0.357,0.474,0.111,,0.375,0.375,G
558,Emoni Bates,-0.3,2023-24,20,CLE,15,0,0,133,15,49,5,16,10,33,1,4,1,13,14,10,1,2,8,5,41,0.306,0.313,0.303,0.25,0.404,0.408,G
559,Malaki Branham,-0.3,2023-24,20,SAS,75,29,0,1594,271,628,178,360,93,268,55,63,28,120,148,156,27,8,91,94,690,0.432,0.494,0.347,0.873,0.526,0.506,G
560,Brandon Boston Jr.,-0.3,2023-24,22,LAC,32,0,0,345,65,161,51,109,14,52,23,33,19,33,52,13,11,8,24,40,167,0.404,0.468,0.269,0.697,0.476,0.447,G-F
561,Brice Sensabaugh,-0.3,2023-24,20,UTA,32,11,0,584,85,218,51,103,34,115,37,41,16,86,102,55,13,6,47,43,241,0.39,0.495,0.296,0.902,0.511,0.468,F
562,Keyonte George,-0.3,2023-24,20,UTA,75,44,0,2023,319,815,172,375,147,440,189,223,15,196,211,332,36,7,188,91,974,0.391,0.459,0.334,0.848,0.533,0.482,G
563,Mouhamadou Gueye,-0.4,2023-24,25,TOR,11,0,0,120,11,38,11,35,0,3,4,9,12,11,23,5,3,18,12,15,26,0.289,0.314,0,0.444,0.31,0.289,F
564,Ish Smith,-0.4,2023-24,35,CHO,43,5,0,741,66,158,62,150,4,8,3,4,11,65,76,145,17,4,47,49,139,0.418,0.413,0.5,0.75,0.435,0.43,G
565,Maxwell Lewis,-0.4,2023-24,21,LAL,34,0,0,103,4,21,3,12,1,9,2,3,2,2,4,6,2,1,10,5,11,0.19,0.25,0.111,0.667,0.246,0.214,F
566,AJ Griffin,-0.4,2023-24,20,ATL,20,0,0,171,18,62,8,23,10,39,2,2,2,16,18,5,1,2,8,6,48,0.29,0.348,0.256,1,0.382,0.371,F
567,Jalen Hood-Schifino,-0.5,2023-24,20,LAL,21,0,0,109,10,45,8,30,2,15,12,20,2,11,13,8,3,2,9,13,34,0.222,0.267,0.133,0.6,0.316,0.244,G
568,Théo Maledon,-0.5,2023-24,22,"CHO,PHO",17,1,0,213,20,70,15,40,5,30,14,15,4,20,24,28,7,0,18,21,59,0.286,0.375,0.167,0.933,0.385,0.321,G
569,Nick Smith Jr.,-0.5,2023-24,19,CHO,51,0,0,729,113,289,50,143,63,146,13,15,18,54,72,59,10,7,39,55,302,0.391,0.35,0.432,0.867,0.511,0.5,G
570,Jordan Poole,-0.6,2023-24,24,WAS,78,66,0,2346,490,1186,306,622,184,564,192,219,32,180,212,343,86,25,188,244,1356,0.413,0.492,0.326,0.877,0.529,0.491,G
571,Jalen McDaniels,-0.8,2023-24,26,TOR,50,1,0,538,65,189,53,118,12,71,27,37,18,61,79,37,19,6,30,52,169,0.344,0.449,0.169,0.73,0.412,0.376,F
572,Scoot Henderson,-1.7,2023-24,19,POR,62,32,0,1765,307,797,220,529,87,268,167,204,53,141,194,336,48,13,212,195,868,0.385,0.416,0.325,0.819,0.489,0.44,G
