height,weight,overall_rating,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,age
182.88,168,71.0,right,medium,medium,70.0,45.0,62.0,68.0,43.0,61.0,53.0,57.0,66.0,67.0,76.0,76.0,68.0,70.0,64.0,68.0,62.0,76.0,69.0,51.0,74.0,72.0,60.0,54.0,49.0,66.0,73.0,72.0,32
175.26,150,59.0,right,medium,medium,59.0,53.0,38.0,44.0,55.0,63.0,62.0,33.0,35.0,59.0,85.0,82.0,75.0,50.0,75.0,64.0,66.0,52.0,63.0,34.0,55.0,23.0,52.0,45.0,54.0,21.0,20.0,25.0,19
187.96,176,72.0,right,high,medium,65.0,75.0,54.0,68.0,72.0,73.0,64.0,36.0,49.0,73.0,73.0,80.0,74.0,70.0,62.0,77.0,71.0,73.0,75.0,64.0,71.0,43.0,74.0,64.0,55.0,41.0,36.0,33.0,23
187.96,183,78.0,right,medium,medium,66.0,40.0,77.0,73.0,38.0,64.0,64.0,66.0,77.0,71.0,65.0,67.0,61.0,77.0,59.0,72.0,68.0,79.0,81.0,66.0,78.0,75.0,57.0,69.0,56.0,80.0,82.0,79.0,26
175.26,159,69.0,right,medium,medium,64.0,66.0,74.0,66.0,72.0,62.0,60.0,61.0,34.0,67.0,75.0,75.0,71.0,79.0,71.0,72.0,66.0,71.0,64.0,68.0,65.0,36.0,61.0,58.0,74.0,28.0,36.0,28.0,30
187.96,176,64.0,right,medium,medium,43.0,22.0,67.0,62.0,26.0,50.0,45.0,44.0,56.0,57.0,53.0,33.0,57.0,56.0,63.0,59.0,70.0,69.0,84.0,24.0,71.0,56.0,27.0,45.0,41.0,63.0,65.0,63.0,29
182.88,174,68.0,right,medium,medium,74.0,31.0,70.0,61.0,53.0,58.0,41.0,42.0,65.0,70.0,38.0,66.0,64.0,64.0,64.0,55.0,77.0,43.0,80.0,36.0,62.0,69.0,52.0,54.0,53.0,74.0,76.0,77.0,34
187.96,179,63.0,left,medium,medium,47.0,37.0,54.0,59.0,29.0,52.0,44.0,37.0,61.0,52.0,70.0,55.0,54.0,55.0,43.0,32.0,54.0,58.0,77.0,34.0,74.0,61.0,48.0,48.0,41.0,65.0,62.0,65.0,27
177.8,150,70.0,right,medium,medium,56.0,40.0,58.0,69.0,44.0,71.0,62.0,50.0,68.0,71.0,74.0,68.0,78.0,72.0,78.0,42.0,80.0,74.0,59.0,39.0,74.0,73.0,29.0,67.0,46.0,68.0,70.0,70.0,30
177.8,168,79.0,right,medium,medium,77.0,74.0,53.0,80.0,73.0,78.0,92.0,94.0,77.0,80.0,75.0,73.0,76.0,79.0,76.0,87.0,50.0,68.0,53.0,89.0,57.0,44.0,75.0,80.0,76.0,32.0,42.0,45.0,22
180.34,174,73.0,left,medium,low,72.0,70.0,55.0,71.0,64.0,67.0,79.0,82.0,64.0,75.0,51.0,50.0,74.0,71.0,71.0,73.0,65.0,55.0,70.0,74.0,57.0,45.0,76.0,83.0,80.0,22.0,37.0,32.0,34
180.34,161,58.0,right,medium,medium,37.0,65.0,55.0,54.0,49.0,54.0,45.0,39.0,35.0,60.0,70.0,69.0,59.0,52.0,65.0,56.0,60.0,52.0,53.0,60.0,31.0,25.0,56.0,53.0,68.0,25.0,25.0,25.0,20
180.34,154,78.0,left,high,low,77.0,73.0,53.0,78.0,77.0,75.0,90.0,84.0,76.0,79.0,75.0,72.0,77.0,77.0,66.0,82.0,42.0,77.0,62.0,76.0,60.0,59.0,74.0,88.0,74.0,40.0,44.0,36.0,23
182.88,183,66.0,left,medium,medium,66.0,66.0,54.0,63.0,65.0,71.0,61.0,35.0,57.0,67.0,72.0,77.0,57.0,61.0,58.0,74.0,60.0,71.0,76.0,68.0,61.0,32.0,60.0,59.0,73.0,40.0,35.0,27.0,27
185.42,165,75.0,right,medium,medium,69.0,75.0,77.0,75.0,71.0,74.0,73.0,52.0,70.0,76.0,64.0,65.0,76.0,76.0,65.0,78.0,53.0,74.0,76.0,72.0,69.0,33.0,79.0,76.0,73.0,14.0,42.0,18.0,34
187.96,181,69.0,right,medium,medium,31.0,24.0,72.0,57.0,29.0,40.0,27.0,43.0,50.0,49.0,48.0,34.0,49.0,65.0,52.0,51.0,53.0,72.0,82.0,30.0,79.0,70.0,28.0,37.0,36.0,72.0,71.0,66.0,29
193.04,176,58.0,right,medium,medium,36.0,24.0,61.0,49.0,32.0,26.0,23.0,28.0,37.0,31.0,52.0,51.0,36.0,38.0,38.0,41.0,50.0,43.0,83.0,30.0,49.0,46.0,26.0,21.0,38.0,61.0,65.0,62.0,21
167.64,141,75.0,right,medium,medium,76.0,22.0,66.0,68.0,32.0,70.0,71.0,34.0,70.0,69.0,82.0,81.0,72.0,75.0,82.0,61.0,86.0,75.0,62.0,38.0,73.0,78.0,64.0,59.0,47.0,69.0,75.0,76.0,24
185.42,179,72.0,right,high,medium,65.0,71.0,78.0,66.0,65.0,70.0,47.0,46.0,59.0,72.0,64.0,69.0,63.0,69.0,63.0,72.0,82.0,73.0,85.0,64.0,81.0,48.0,78.0,61.0,63.0,13.0,24.0,22.0,31
177.8,168,70.0,left,medium,medium,71.0,70.0,49.0,69.0,75.0,73.0,70.0,71.0,69.0,73.0,73.0,75.0,81.0,55.0,63.0,77.0,71.0,65.0,67.0,60.0,51.0,20.0,66.0,64.0,72.0,42.0,42.0,46.0,31
172.72,154,65.0,right,medium,medium,64.0,55.0,47.0,57.0,38.0,63.0,64.0,58.0,62.0,70.0,78.0,83.0,74.0,64.0,75.0,58.0,61.0,71.0,72.0,57.0,59.0,50.0,63.0,58.0,65.0,28.0,39.0,34.0,27
182.88,181,72.0,right,medium,high,74.0,62.0,62.0,78.0,72.0,74.0,60.0,72.0,76.0,75.0,48.0,54.0,67.0,71.0,64.0,83.0,55.0,34.0,75.0,81.0,70.0,70.0,65.0,77.0,71.0,68.0,71.0,70.0,34
177.8,154,60.0,right,medium,medium,60.0,56.0,39.0,58.0,57.0,66.0,62.0,64.0,57.0,63.0,69.0,68.0,67.0,60.0,71.0,60.0,65.0,57.0,58.0,61.0,31.0,24.0,58.0,56.0,56.0,22.0,31.0,23.0,25
180.34,159,70.0,right,medium,high,67.0,54.0,58.0,72.0,62.0,64.0,64.0,62.0,70.0,72.0,58.0,61.0,69.0,69.0,67.0,71.0,66.0,82.0,60.0,67.0,68.0,70.0,69.0,71.0,58.0,59.0,65.0,63.0,23
182.88,179,70.0,right,medium,medium,53.0,46.0,68.0,64.0,54.0,52.0,53.0,55.0,62.0,63.0,51.0,64.0,58.0,67.0,65.0,72.0,72.0,71.0,76.0,59.0,83.0,73.0,44.0,61.0,64.0,69.0,73.0,64.0,34
185.42,154,65.0,right,medium,medium,67.0,49.0,63.0,65.0,59.0,60.0,62.0,66.0,66.0,65.0,53.0,51.0,58.0,61.0,68.0,67.0,56.0,74.0,63.0,65.0,68.0,68.0,58.0,62.0,66.0,63.0,65.0,66.0,33
187.96,163,68.0,right,medium,medium,68.0,26.0,68.0,64.0,35.0,54.0,30.0,30.0,60.0,65.0,69.0,77.0,62.0,59.0,64.0,70.0,74.0,70.0,76.0,50.0,72.0,64.0,36.0,29.0,47.0,69.0,71.0,69.0,22
177.8,168,69.0,right,low,high,56.0,37.0,71.0,62.0,37.0,43.0,48.0,45.0,53.0,57.0,70.0,68.0,43.0,64.0,71.0,57.0,83.0,70.0,76.0,48.0,57.0,66.0,52.0,36.0,37.0,73.0,70.0,68.0,28
180.34,168,65.0,right,medium,high,62.0,54.0,59.0,66.0,52.0,56.0,48.0,48.0,64.0,67.0,65.0,65.0,68.0,60.0,69.0,66.0,71.0,74.0,73.0,59.0,76.0,67.0,57.0,61.0,50.0,59.0,63.0,62.0,28
177.8,161,68.0,right,low,medium,58.0,18.0,73.0,68.0,28.0,53.0,21.0,54.0,56.0,58.0,50.0,55.0,46.0,67.0,69.0,54.0,61.0,65.0,69.0,26.0,74.0,70.0,39.0,48.0,47.0,63.0,72.0,77.0,36
193.04,176,75.0,right,high,high,68.0,73.0,75.0,77.0,72.0,74.0,68.0,70.0,71.0,78.0,54.0,62.0,60.0,79.0,58.0,71.0,60.0,75.0,69.0,74.0,34.0,71.0,81.0,82.0,66.0,25.0,29.0,32.0,24
172.72,152,70.0,right,medium,medium,68.0,62.0,40.0,72.0,54.0,71.0,49.0,70.0,52.0,75.0,73.0,75.0,85.0,72.0,85.0,70.0,55.0,63.0,48.0,65.0,36.0,43.0,62.0,69.0,48.0,30.0,40.0,43.0,21
177.8,163,63.0,left,medium,medium,65.0,61.0,39.0,63.0,60.0,64.0,65.0,66.0,63.0,62.0,75.0,71.0,82.0,58.0,69.0,62.0,58.0,53.0,59.0,63.0,48.0,31.0,59.0,62.0,63.0,24.0,28.0,29.0,22
187.96,168,72.0,left,medium,low,66.0,69.0,51.0,76.0,65.0,82.0,80.0,85.0,73.0,75.0,72.0,67.0,64.0,70.0,46.0,83.0,67.0,74.0,74.0,81.0,70.0,70.0,60.0,73.0,76.0,68.0,73.0,58.0,30
185.42,187,76.0,left,high,high,67.0,78.0,77.0,69.0,76.0,72.0,60.0,62.0,59.0,76.0,65.0,76.0,64.0,79.0,57.0,81.0,70.0,74.0,80.0,77.0,80.0,35.0,75.0,65.0,66.0,25.0,42.0,40.0,24
193.04,198,59.0,right,medium,medium,37.0,62.0,55.0,46.0,43.0,60.0,35.0,32.0,33.0,57.0,66.0,66.0,51.0,62.0,55.0,56.0,70.0,60.0,86.0,49.0,30.0,20.0,52.0,48.0,56.0,16.0,18.0,17.0,22
185.42,183,65.0,left,medium,medium,57.0,65.0,54.0,67.0,65.0,66.0,62.0,66.0,59.0,69.0,69.0,65.0,61.0,59.0,65.0,74.0,57.0,58.0,69.0,69.0,55.0,38.0,56.0,69.0,70.0,30.0,28.0,27.0,24
185.42,181,63.0,right,medium,low,44.0,66.0,63.0,56.0,58.0,53.0,47.0,43.0,36.0,58.0,66.0,66.0,63.0,61.0,52.0,68.0,71.0,62.0,88.0,61.0,68.0,23.0,62.0,54.0,58.0,25.0,21.0,25.0,25
180.34,159,70.0,right,medium,medium,61.0,55.0,67.0,73.0,70.0,67.0,71.0,60.0,71.0,73.0,64.0,63.0,68.0,71.0,69.0,75.0,71.0,81.0,74.0,69.0,52.0,65.0,69.0,68.0,71.0,56.0,61.0,58.0,26
180.34,159,67.0,right,medium,high,59.0,49.0,46.0,74.0,40.0,62.0,58.0,51.0,66.0,66.0,69.0,68.0,74.0,58.0,85.0,58.0,56.0,74.0,65.0,53.0,77.0,61.0,55.0,66.0,49.0,58.0,70.0,64.0,21
177.8,154,73.0,right,high,high,62.0,70.0,49.0,75.0,63.0,71.0,64.0,70.0,72.0,73.0,69.0,69.0,76.0,70.0,76.0,76.0,70.0,77.0,74.0,75.0,84.0,71.0,68.0,75.0,68.0,56.0,69.0,57.0,27
175.26,157,66.0,right,high,low,59.0,59.0,55.0,68.0,58.0,69.0,51.0,65.0,58.0,69.0,74.0,76.0,73.0,62.0,81.0,69.0,73.0,71.0,58.0,64.0,55.0,45.0,61.0,66.0,57.0,36.0,29.0,27.0,24
187.96,143,82.0,right,high,high,69.0,85.0,81.0,75.0,70.0,77.0,71.0,71.0,63.0,81.0,69.0,77.0,74.0,84.0,62.0,82.0,67.0,84.0,82.0,78.0,74.0,35.0,84.0,72.0,82.0,41.0,36.0,38.0,23
198.12,176,57.0,right,medium,medium,24.0,25.0,53.0,55.0,23.0,50.0,26.0,31.0,50.0,60.0,54.0,60.0,56.0,50.0,34.0,33.0,73.0,59.0,72.0,26.0,47.0,49.0,26.0,30.0,40.0,56.0,59.0,56.0,17
185.42,172,56.0,right,medium,high,39.0,31.0,53.0,62.0,41.0,47.0,36.0,40.0,56.0,56.0,68.0,69.0,58.0,48.0,59.0,53.0,55.0,70.0,68.0,42.0,71.0,39.0,52.0,48.0,46.0,58.0,55.0,56.0,18
170.18,148,63.0,right,medium,medium,61.0,59.0,56.0,62.0,58.0,61.0,59.0,58.0,59.0,59.0,72.0,80.0,75.0,57.0,79.0,62.0,72.0,66.0,58.0,63.0,64.0,42.0,62.0,61.0,63.0,44.0,42.0,47.0,30
185.42,165,69.0,right,medium,low,68.0,73.0,68.0,69.0,66.0,65.0,64.0,68.0,60.0,67.0,48.0,51.0,57.0,66.0,55.0,77.0,67.0,33.0,74.0,68.0,65.0,37.0,76.0,62.0,77.0,27.0,42.0,39.0,34
175.26,157,73.0,right,medium,medium,78.0,50.0,65.0,75.0,68.0,71.0,70.0,58.0,74.0,75.0,63.0,55.0,68.0,74.0,74.0,72.0,74.0,64.0,67.0,60.0,72.0,69.0,69.0,76.0,48.0,71.0,72.0,71.0,35
182.88,163,60.0,right,medium,medium,41.0,66.0,67.0,45.0,45.0,59.0,48.0,36.0,37.0,60.0,64.0,54.0,59.0,60.0,61.0,73.0,67.0,53.0,55.0,60.0,29.0,15.0,51.0,45.0,66.0,19.0,18.0,16.0,22
180.34,172,66.0,left,medium,high,69.0,56.0,60.0,68.0,65.0,62.0,65.0,67.0,68.0,67.0,54.0,50.0,68.0,65.0,67.0,71.0,71.0,78.0,64.0,68.0,65.0,59.0,61.0,67.0,74.0,50.0,60.0,61.0,36
177.8,168,63.0,left,high,high,65.0,30.0,56.0,61.0,47.0,56.0,56.0,46.0,58.0,64.0,72.0,74.0,70.0,62.0,68.0,66.0,70.0,61.0,65.0,60.0,64.0,64.0,49.0,57.0,45.0,58.0,64.0,63.0,32
182.88,159,57.0,right,medium,medium,32.0,21.0,48.0,34.0,18.0,28.0,26.0,36.0,36.0,35.0,70.0,53.0,69.0,55.0,60.0,20.0,80.0,73.0,72.0,10.0,72.0,48.0,26.0,52.0,32.0,60.0,53.0,59.0,26
187.96,183,71.0,right,medium,medium,58.0,46.0,75.0,76.0,55.0,70.0,47.0,58.0,78.0,73.0,42.0,41.0,46.0,70.0,55.0,84.0,54.0,50.0,78.0,67.0,78.0,68.0,64.0,70.0,73.0,52.0,74.0,68.0,30
177.8,163,82.0,left,high,low,78.0,82.0,65.0,79.0,75.0,88.0,80.0,75.0,78.0,86.0,84.0,80.0,85.0,75.0,79.0,83.0,77.0,75.0,75.0,82.0,67.0,40.0,74.0,81.0,87.0,33.0,43.0,23.0,29
180.34,161,59.0,right,medium,medium,53.0,53.0,50.0,65.0,42.0,55.0,47.0,47.0,63.0,58.0,60.0,70.0,65.0,50.0,52.0,58.0,55.0,60.0,71.0,41.0,47.0,30.0,68.0,62.0,46.0,37.0,40.0,46.0,22
182.88,165,65.0,right,medium,medium,57.0,34.0,64.0,65.0,62.0,58.0,50.0,39.0,64.0,64.0,56.0,50.0,57.0,68.0,52.0,60.0,72.0,76.0,64.0,55.0,64.0,66.0,61.0,64.0,38.0,68.0,65.0,60.0,35
190.5,187,68.0,left,medium,high,41.0,24.0,70.0,55.0,35.0,30.0,27.0,28.0,50.0,35.0,61.0,62.0,63.0,68.0,43.0,55.0,65.0,64.0,85.0,30.0,68.0,65.0,26.0,30.0,31.0,69.0,74.0,65.0,25
177.8,163,77.0,right,high,medium,72.0,52.0,60.0,74.0,41.0,74.0,63.0,50.0,59.0,76.0,96.0,94.0,84.0,75.0,77.0,52.0,65.0,79.0,61.0,43.0,72.0,75.0,67.0,62.0,62.0,74.0,75.0,75.0,21
170.18,148,69.0,right,medium,low,66.0,54.0,34.0,80.0,47.0,61.0,74.0,66.0,75.0,76.0,60.0,55.0,67.0,59.0,75.0,48.0,36.0,68.0,38.0,56.0,57.0,50.0,63.0,79.0,64.0,38.0,46.0,31.0,32
172.72,157,69.0,left,high,medium,68.0,42.0,60.0,61.0,44.0,69.0,57.0,59.0,51.0,69.0,80.0,80.0,83.0,63.0,78.0,57.0,68.0,69.0,63.0,41.0,76.0,65.0,57.0,47.0,35.0,66.0,69.0,72.0,25
182.88,159,77.0,right,high,high,71.0,66.0,60.0,75.0,64.0,75.0,71.0,66.0,74.0,76.0,75.0,78.0,67.0,76.0,70.0,80.0,66.0,91.0,75.0,78.0,85.0,81.0,79.0,74.0,60.0,66.0,77.0,68.0,26
172.72,141,61.0,left,medium,medium,59.0,62.0,44.0,60.0,52.0,66.0,50.0,46.0,56.0,67.0,70.0,68.0,68.0,51.0,65.0,65.0,46.0,43.0,40.0,44.0,39.0,22.0,49.0,51.0,58.0,31.0,33.0,42.0,19
182.88,176,79.0,left,medium,high,50.0,33.0,77.0,74.0,55.0,56.0,48.0,28.0,68.0,68.0,68.0,67.0,68.0,77.0,62.0,63.0,69.0,72.0,78.0,39.0,78.0,74.0,35.0,59.0,63.0,82.0,84.0,85.0,28
177.8,150,68.0,left,high,medium,72.0,52.0,58.0,66.0,40.0,71.0,56.0,37.0,54.0,70.0,74.0,77.0,75.0,69.0,69.0,68.0,60.0,72.0,55.0,59.0,58.0,67.0,67.0,52.0,49.0,65.0,65.0,61.0,24
190.5,176,69.0,right,medium,medium,47.0,39.0,66.0,58.0,42.0,40.0,37.0,35.0,55.0,53.0,47.0,52.0,46.0,63.0,48.0,55.0,52.0,58.0,91.0,36.0,83.0,62.0,40.0,33.0,46.0,69.0,75.0,65.0,28
190.5,181,67.0,right,medium,medium,53.0,44.0,59.0,74.0,38.0,47.0,39.0,55.0,68.0,59.0,32.0,34.0,37.0,64.0,31.0,62.0,49.0,70.0,88.0,43.0,70.0,69.0,56.0,62.0,45.0,57.0,71.0,58.0,28
187.96,185,74.0,right,medium,medium,53.0,52.0,73.0,77.0,58.0,55.0,32.0,51.0,69.0,70.0,43.0,34.0,39.0,72.0,54.0,74.0,50.0,66.0,90.0,50.0,74.0,80.0,50.0,62.0,63.0,70.0,75.0,72.0,31
177.8,172,67.0,right,medium,medium,62.0,70.0,83.0,57.0,69.0,64.0,67.0,46.0,18.0,68.0,33.0,49.0,75.0,73.0,70.0,72.0,90.0,54.0,81.0,40.0,53.0,36.0,72.0,67.0,87.0,16.0,27.0,26.0,36
187.96,194,65.0,left,low,medium,58.0,38.0,71.0,62.0,33.0,28.0,41.0,56.0,61.0,51.0,38.0,34.0,22.0,60.0,38.0,63.0,54.0,56.0,82.0,54.0,70.0,62.0,38.0,51.0,64.0,59.0,65.0,63.0,35
190.5,192,76.0,left,medium,high,62.0,47.0,83.0,63.0,62.0,53.0,48.0,39.0,70.0,61.0,63.0,64.0,50.0,76.0,55.0,71.0,66.0,72.0,85.0,53.0,72.0,79.0,50.0,59.0,42.0,76.0,80.0,74.0,32
175.26,165,68.0,left,high,medium,71.0,53.0,54.0,68.0,56.0,65.0,62.0,66.0,62.0,67.0,78.0,75.0,75.0,68.0,90.0,77.0,69.0,64.0,74.0,67.0,73.0,65.0,64.0,65.0,49.0,65.0,68.0,71.0,31
182.88,168,68.0,left,medium,medium,46.0,20.0,62.0,57.0,21.0,33.0,28.0,44.0,64.0,49.0,52.0,54.0,49.0,66.0,62.0,45.0,79.0,49.0,82.0,27.0,71.0,73.0,22.0,44.0,38.0,62.0,66.0,74.0,27
177.8,150,63.0,right,medium,medium,60.0,32.0,48.0,70.0,39.0,60.0,51.0,39.0,66.0,67.0,74.0,73.0,75.0,66.0,72.0,63.0,76.0,67.0,59.0,45.0,60.0,58.0,58.0,54.0,62.0,53.0,67.0,55.0,23
175.26,154,64.0,right,medium,medium,58.0,38.0,58.0,65.0,38.0,54.0,46.0,38.0,61.0,61.0,65.0,76.0,74.0,61.0,76.0,50.0,75.0,72.0,73.0,45.0,69.0,59.0,59.0,49.0,48.0,66.0,63.0,65.0,25
172.72,148,74.0,left,medium,medium,74.0,67.0,52.0,66.0,60.0,82.0,74.0,67.0,62.0,76.0,84.0,82.0,81.0,64.0,85.0,81.0,75.0,67.0,56.0,64.0,76.0,41.0,70.0,71.0,58.0,33.0,47.0,34.0,27
180.34,163,66.0,left,medium,medium,70.0,39.0,50.0,66.0,34.0,67.0,57.0,61.0,63.0,65.0,74.0,78.0,72.0,66.0,71.0,59.0,77.0,77.0,65.0,45.0,74.0,66.0,59.0,58.0,43.0,65.0,64.0,63.0,31
175.26,161,62.0,right,medium,medium,58.0,65.0,48.0,67.0,60.0,67.0,49.0,50.0,62.0,65.0,71.0,70.0,69.0,68.0,73.0,67.0,44.0,66.0,45.0,62.0,50.0,43.0,60.0,65.0,65.0,53.0,41.0,45.0,26
177.8,161,69.0,left,high,low,66.0,65.0,46.0,53.0,55.0,76.0,59.0,65.0,46.0,74.0,83.0,85.0,75.0,72.0,71.0,69.0,48.0,68.0,58.0,68.0,60.0,18.0,71.0,62.0,48.0,23.0,27.0,25.0,21
177.8,146,72.0,left,medium,medium,75.0,52.0,60.0,67.0,45.0,73.0,57.0,73.0,58.0,74.0,76.0,80.0,75.0,69.0,73.0,74.0,57.0,81.0,58.0,73.0,72.0,67.0,71.0,59.0,40.0,70.0,75.0,72.0,27
182.88,168,66.0,right,low,medium,50.0,40.0,63.0,70.0,47.0,56.0,60.0,50.0,66.0,64.0,48.0,48.0,57.0,65.0,58.0,70.0,75.0,57.0,77.0,65.0,77.0,70.0,50.0,57.0,61.0,58.0,63.0,66.0,35
175.26,174,69.0,right,medium,medium,48.0,70.0,71.0,49.0,70.0,69.0,68.0,63.0,45.0,65.0,66.0,66.0,69.0,59.0,66.0,75.0,70.0,50.0,79.0,65.0,38.0,25.0,72.0,60.0,67.0,25.0,25.0,22.0,28
180.34,168,74.0,right,high,high,60.0,72.0,77.0,63.0,77.0,71.0,62.0,54.0,50.0,75.0,70.0,72.0,76.0,75.0,66.0,77.0,86.0,78.0,72.0,62.0,72.0,33.0,83.0,68.0,73.0,27.0,30.0,29.0,34
180.34,172,61.0,right,medium,low,38.0,39.0,67.0,48.0,37.0,47.0,43.0,58.0,46.0,54.0,38.0,32.0,35.0,44.0,46.0,52.0,56.0,33.0,78.0,42.0,73.0,58.0,32.0,43.0,46.0,55.0,61.0,59.0,33
180.34,159,66.0,right,medium,medium,51.0,35.0,59.0,73.0,46.0,59.0,48.0,42.0,72.0,65.0,63.0,67.0,79.0,67.0,67.0,74.0,57.0,76.0,68.0,47.0,79.0,68.0,67.0,57.0,52.0,60.0,64.0,62.0,27
182.88,168,71.0,right,medium,medium,57.0,73.0,71.0,65.0,76.0,67.0,51.0,49.0,44.0,69.0,68.0,76.0,76.0,74.0,66.0,75.0,74.0,65.0,66.0,61.0,69.0,25.0,74.0,69.0,80.0,29.0,32.0,31.0,29
175.26,150,75.0,right,high,low,70.0,71.0,63.0,67.0,65.0,79.0,76.0,73.0,57.0,75.0,86.0,84.0,83.0,76.0,77.0,72.0,67.0,73.0,50.0,66.0,30.0,31.0,74.0,66.0,73.0,27.0,25.0,21.0,27
185.42,172,67.0,right,medium,medium,45.0,38.0,66.0,64.0,44.0,54.0,38.0,44.0,61.0,62.0,58.0,57.0,60.0,73.0,59.0,64.0,67.0,80.0,71.0,48.0,70.0,76.0,54.0,58.0,43.0,64.0,63.0,56.0,33
182.88,157,62.0,left,high,medium,63.0,45.0,36.0,67.0,58.0,64.0,69.0,76.0,74.0,69.0,61.0,58.0,66.0,56.0,60.0,65.0,56.0,70.0,60.0,69.0,55.0,55.0,59.0,74.0,69.0,51.0,50.0,40.0,31
175.26,152,67.0,left,medium,medium,69.0,58.0,49.0,69.0,59.0,68.0,53.0,39.0,52.0,69.0,77.0,77.0,81.0,66.0,79.0,66.0,63.0,58.0,43.0,57.0,41.0,27.0,68.0,65.0,56.0,29.0,31.0,36.0,26
180.34,174,68.0,right,medium,high,45.0,39.0,59.0,71.0,34.0,62.0,58.0,59.0,56.0,66.0,66.0,66.0,61.0,75.0,72.0,54.0,64.0,73.0,70.0,44.0,82.0,67.0,61.0,59.0,67.0,68.0,73.0,60.0,29
172.72,157,60.0,right,medium,medium,52.0,55.0,49.0,58.0,60.0,62.0,60.0,44.0,53.0,63.0,74.0,65.0,73.0,60.0,80.0,55.0,62.0,44.0,42.0,55.0,56.0,27.0,55.0,60.0,63.0,25.0,28.0,21.0,24
177.8,165,66.0,right,high,medium,71.0,31.0,57.0,66.0,32.0,63.0,37.0,30.0,56.0,65.0,70.0,75.0,69.0,61.0,73.0,55.0,63.0,61.0,68.0,40.0,63.0,65.0,52.0,62.0,44.0,70.0,62.0,68.0,23
177.8,170,69.0,right,low,medium,40.0,35.0,45.0,72.0,44.0,53.0,58.0,49.0,66.0,72.0,72.0,65.0,70.0,76.0,72.0,67.0,80.0,75.0,77.0,53.0,74.0,75.0,47.0,58.0,50.0,52.0,68.0,67.0,31
187.96,190,73.0,right,medium,medium,54.0,73.0,73.0,72.0,74.0,70.0,63.0,54.0,53.0,73.0,64.0,72.0,68.0,77.0,58.0,71.0,56.0,71.0,87.0,57.0,64.0,49.0,78.0,77.0,70.0,48.0,34.0,20.0,32
182.88,183,61.0,right,medium,medium,30.0,61.0,61.0,47.0,54.0,60.0,38.0,30.0,32.0,58.0,80.0,78.0,74.0,50.0,61.0,74.0,61.0,59.0,72.0,59.0,30.0,36.0,54.0,58.0,66.0,13.0,16.0,13.0,26
180.34,176,76.0,left,high,high,77.0,48.0,69.0,73.0,57.0,74.0,74.0,60.0,68.0,74.0,76.0,76.0,68.0,77.0,68.0,75.0,70.0,73.0,83.0,66.0,79.0,75.0,74.0,74.0,63.0,76.0,78.0,77.0,32
180.34,165,66.0,right,medium,low,44.0,68.0,68.0,63.0,57.0,58.0,52.0,47.0,52.0,65.0,73.0,76.0,66.0,57.0,59.0,70.0,85.0,72.0,63.0,64.0,53.0,40.0,68.0,54.0,61.0,36.0,33.0,39.0,27
175.26,161,77.0,right,high,high,79.0,74.0,77.0,81.0,69.0,82.0,73.0,76.0,80.0,80.0,77.0,77.0,83.0,77.0,76.0,75.0,90.0,77.0,69.0,65.0,59.0,65.0,76.0,81.0,66.0,60.0,60.0,62.0,26
182.88,176,66.0,right,medium,medium,38.0,33.0,64.0,56.0,34.0,51.0,53.0,40.0,42.0,58.0,46.0,42.0,55.0,64.0,58.0,52.0,76.0,69.0,70.0,38.0,68.0,66.0,36.0,33.0,56.0,69.0,68.0,67.0,29
193.04,179,70.0,right,high,medium,70.0,65.0,57.0,66.0,46.0,68.0,33.0,32.0,60.0,67.0,89.0,88.0,68.0,61.0,65.0,62.0,65.0,74.0,72.0,50.0,60.0,60.0,73.0,55.0,52.0,72.0,72.0,70.0,27
177.8,165,85.0,right,high,high,80.0,74.0,53.0,85.0,84.0,87.0,83.0,64.0,78.0,89.0,87.0,84.0,90.0,85.0,83.0,87.0,72.0,84.0,67.0,78.0,70.0,68.0,84.0,87.0,72.0,49.0,53.0,55.0,27
175.26,174,67.0,right,medium,medium,64.0,66.0,61.0,65.0,59.0,74.0,53.0,37.0,59.0,69.0,94.0,90.0,74.0,55.0,67.0,71.0,82.0,93.0,67.0,67.0,72.0,22.0,59.0,46.0,57.0,12.0,14.0,20.0,24
185.42,161,76.0,right,high,medium,48.0,24.0,76.0,66.0,70.0,65.0,52.0,30.0,60.0,71.0,65.0,64.0,61.0,68.0,58.0,68.0,69.0,69.0,76.0,62.0,80.0,80.0,38.0,48.0,70.0,78.0,80.0,78.0,30
177.8,170,68.0,right,medium,low,59.0,75.0,61.0,65.0,66.0,69.0,53.0,48.0,50.0,73.0,72.0,65.0,71.0,67.0,71.0,59.0,72.0,56.0,60.0,64.0,52.0,32.0,74.0,61.0,71.0,33.0,34.0,26.0,23
182.88,181,74.0,left,high,high,56.0,75.0,84.0,70.0,70.0,66.0,52.0,39.0,58.0,75.0,67.0,69.0,75.0,68.0,64.0,74.0,80.0,77.0,76.0,72.0,81.0,30.0,75.0,65.0,74.0,25.0,28.0,20.0,27
