height,weight,overall_rating,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,age
182.88,170,58.0,right,medium,medium,48.0,36.0,58.0,74.0,44.0,57.0,45.0,45.0,64.0,58.0,65.0,72.0,58.0,56.0,59.0,58.0,64.0,62.0,70.0,47.0,62.0,47.0,55.0,48.0,45.0,53.0,53.0,52.0,23
175.26,159,79.0,left,high,medium,80.0,73.0,80.0,78.0,65.0,80.0,74.0,57.0,71.0,81.0,78.0,78.0,86.0,75.0,81.0,75.0,92.0,88.0,68.0,75.0,78.0,63.0,75.0,73.0,71.0,54.0,62.0,75.0,27
182.88,176,68.0,left,medium,medium,36.0,30.0,75.0,51.0,37.0,47.0,22.0,31.0,53.0,52.0,63.0,60.0,64.0,66.0,63.0,50.0,77.0,72.0,72.0,40.0,66.0,71.0,21.0,58.0,50.0,69.0,72.0,66.0,31
182.88,176,66.0,right,medium,high,39.0,36.0,60.0,56.0,34.0,49.0,33.0,48.0,51.0,56.0,74.0,75.0,57.0,42.0,60.0,77.0,70.0,70.0,90.0,44.0,82.0,64.0,36.0,48.0,31.0,62.0,67.0,65.0,30
172.72,159,71.0,right,high,high,58.0,58.0,60.0,70.0,44.0,76.0,41.0,50.0,68.0,74.0,73.0,74.0,72.0,75.0,78.0,69.0,64.0,83.0,69.0,49.0,91.0,73.0,69.0,70.0,53.0,77.0,72.0,65.0,23
180.34,165,57.0,left,high,medium,55.0,33.0,43.0,55.0,36.0,58.0,41.0,30.0,51.0,56.0,77.0,80.0,63.0,62.0,61.0,62.0,71.0,73.0,71.0,53.0,66.0,63.0,51.0,48.0,31.0,47.0,53.0,45.0,25
172.72,143,65.0,left,medium,medium,54.0,64.0,49.0,53.0,55.0,68.0,46.0,39.0,48.0,69.0,78.0,77.0,76.0,66.0,84.0,73.0,48.0,66.0,42.0,42.0,56.0,21.0,67.0,54.0,59.0,23.0,33.0,27.0,21
180.34,161,79.0,right,high,medium,79.0,74.0,70.0,74.0,76.0,84.0,82.0,55.0,64.0,80.0,90.0,91.0,86.0,80.0,77.0,80.0,74.0,72.0,70.0,77.0,47.0,25.0,80.0,77.0,68.0,19.0,31.0,25.0,25
180.34,165,73.0,right,medium,medium,61.0,65.0,48.0,75.0,62.0,72.0,71.0,55.0,75.0,76.0,72.0,68.0,78.0,71.0,70.0,84.0,67.0,76.0,75.0,74.0,76.0,63.0,70.0,73.0,63.0,60.0,66.0,57.0,28
182.88,165,71.0,right,medium,medium,66.0,70.0,63.0,65.0,67.0,72.0,70.0,42.0,57.0,74.0,73.0,77.0,68.0,73.0,61.0,74.0,67.0,68.0,67.0,72.0,53.0,24.0,75.0,61.0,73.0,29.0,27.0,36.0,24
182.88,161,58.0,right,medium,medium,53.0,62.0,56.0,54.0,60.0,62.0,57.0,50.0,46.0,62.0,73.0,71.0,69.0,56.0,68.0,66.0,53.0,64.0,54.0,61.0,57.0,59.0,58.0,57.0,60.0,58.0,53.0,57.0,21
182.88,176,75.0,right,low,high,39.0,42.0,74.0,60.0,41.0,46.0,37.0,42.0,64.0,58.0,55.0,55.0,58.0,71.0,54.0,76.0,79.0,51.0,83.0,53.0,80.0,82.0,34.0,43.0,55.0,76.0,76.0,76.0,35
177.8,161,70.0,right,medium,medium,61.0,56.0,68.0,74.0,47.0,71.0,61.0,59.0,67.0,74.0,68.0,66.0,67.0,73.0,72.0,64.0,68.0,83.0,67.0,63.0,64.0,51.0,68.0,72.0,67.0,50.0,60.0,52.0,30
180.34,154,74.0,right,medium,medium,75.0,36.0,60.0,75.0,35.0,66.0,57.0,36.0,54.0,68.0,77.0,80.0,77.0,72.0,72.0,55.0,74.0,76.0,75.0,32.0,69.0,77.0,63.0,58.0,48.0,77.0,75.0,73.0,25
187.96,185,80.0,right,medium,medium,61.0,68.0,69.0,86.0,63.0,86.0,81.0,68.0,80.0,84.0,74.0,73.0,69.0,76.0,64.0,77.0,65.0,78.0,84.0,73.0,80.0,70.0,73.0,82.0,55.0,65.0,75.0,58.0,23
185.42,176,77.0,right,medium,high,80.0,79.0,62.0,73.0,76.0,73.0,67.0,52.0,68.0,74.0,78.0,91.0,66.0,78.0,60.0,84.0,82.0,90.0,81.0,77.0,79.0,50.0,79.0,70.0,49.0,46.0,56.0,48.0,25
182.88,176,67.0,right,medium,medium,55.0,39.0,64.0,53.0,40.0,51.0,57.0,42.0,45.0,58.0,61.0,55.0,62.0,66.0,64.0,60.0,81.0,67.0,78.0,46.0,82.0,65.0,50.0,55.0,59.0,68.0,61.0,65.0,29
187.96,185,75.0,right,medium,medium,49.0,29.0,79.0,73.0,23.0,53.0,27.0,31.0,65.0,62.0,61.0,51.0,59.0,75.0,58.0,61.0,60.0,67.0,79.0,34.0,76.0,76.0,56.0,50.0,42.0,77.0,76.0,76.0,22
167.64,126,70.0,right,high,low,44.0,54.0,52.0,74.0,52.0,76.0,71.0,50.0,68.0,74.0,77.0,72.0,90.0,63.0,92.0,72.0,62.0,67.0,31.0,68.0,53.0,60.0,57.0,70.0,55.0,48.0,54.0,56.0,20
185.42,172,71.0,right,medium,medium,54.0,53.0,61.0,73.0,51.0,51.0,56.0,52.0,67.0,66.0,49.0,53.0,48.0,67.0,60.0,64.0,74.0,82.0,80.0,59.0,75.0,77.0,47.0,65.0,50.0,63.0,72.0,65.0,31
185.42,194,70.0,right,medium,high,45.0,37.0,72.0,57.0,41.0,34.0,50.0,31.0,58.0,61.0,54.0,52.0,56.0,59.0,55.0,64.0,75.0,66.0,84.0,38.0,76.0,55.0,48.0,54.0,72.0,74.0,72.0,70.0,33
185.42,168,65.0,left,medium,medium,62.0,47.0,65.0,62.0,48.0,64.0,61.0,55.0,60.0,62.0,62.0,53.0,65.0,65.0,63.0,76.0,83.0,69.0,76.0,58.0,76.0,69.0,55.0,62.0,60.0,66.0,69.0,69.0,29
170.18,137,73.0,right,medium,medium,66.0,65.0,51.0,74.0,63.0,81.0,75.0,73.0,70.0,81.0,82.0,78.0,91.0,77.0,91.0,65.0,63.0,72.0,34.0,64.0,57.0,60.0,74.0,74.0,67.0,47.0,58.0,47.0,26
187.96,183,66.0,right,medium,medium,34.0,22.0,65.0,53.0,32.0,35.0,30.0,29.0,39.0,54.0,60.0,62.0,46.0,68.0,52.0,42.0,71.0,62.0,77.0,28.0,69.0,65.0,25.0,31.0,45.0,65.0,68.0,65.0,27
190.5,176,64.0,right,low,medium,29.0,48.0,69.0,54.0,22.0,25.0,25.0,25.0,42.0,49.0,27.0,29.0,31.0,65.0,45.0,54.0,55.0,30.0,79.0,36.0,68.0,64.0,25.0,43.0,40.0,63.0,66.0,60.0,36
185.42,183,67.0,right,medium,medium,43.0,40.0,72.0,66.0,24.0,39.0,38.0,34.0,58.0,60.0,34.0,38.0,37.0,68.0,55.0,51.0,51.0,37.0,68.0,43.0,76.0,74.0,34.0,50.0,66.0,69.0,64.0,61.0,38
193.04,190,76.0,right,medium,medium,44.0,34.0,78.0,66.0,40.0,42.0,49.0,63.0,54.0,62.0,51.0,53.0,45.0,70.0,34.0,72.0,34.0,67.0,91.0,57.0,79.0,77.0,33.0,52.0,46.0,77.0,80.0,82.0,27
182.88,179,71.0,right,medium,medium,46.0,51.0,74.0,70.0,42.0,59.0,58.0,61.0,66.0,67.0,55.0,57.0,66.0,73.0,63.0,72.0,84.0,58.0,76.0,61.0,62.0,74.0,67.0,70.0,42.0,69.0,73.0,68.0,24
177.8,165,69.0,right,medium,medium,67.0,58.0,56.0,74.0,58.0,70.0,74.0,66.0,73.0,69.0,66.0,66.0,72.0,65.0,67.0,76.0,71.0,71.0,65.0,74.0,58.0,64.0,57.0,65.0,54.0,60.0,66.0,63.0,27
182.88,163,79.0,right,medium,medium,75.0,75.0,61.0,78.0,80.0,83.0,77.0,70.0,60.0,78.0,91.0,86.0,84.0,81.0,78.0,85.0,72.0,72.0,64.0,83.0,64.0,43.0,78.0,75.0,81.0,23.0,32.0,39.0,26
185.42,174,70.0,right,high,high,34.0,69.0,68.0,49.0,65.0,66.0,71.0,33.0,40.0,69.0,75.0,77.0,69.0,72.0,60.0,78.0,68.0,66.0,77.0,52.0,75.0,41.0,71.0,58.0,75.0,24.0,42.0,17.0,21
177.8,163,70.0,right,medium,medium,67.0,62.0,69.0,74.0,59.0,66.0,67.0,46.0,72.0,68.0,79.0,84.0,75.0,74.0,74.0,69.0,75.0,90.0,63.0,63.0,60.0,65.0,63.0,70.0,64.0,60.0,67.0,68.0,26
180.34,172,71.0,left,medium,medium,66.0,58.0,55.0,75.0,57.0,67.0,64.0,55.0,72.0,75.0,68.0,66.0,70.0,75.0,65.0,77.0,65.0,73.0,75.0,62.0,72.0,75.0,67.0,68.0,59.0,65.0,65.0,65.0,26
185.42,176,69.0,right,low,medium,51.0,36.0,64.0,65.0,36.0,57.0,54.0,51.0,64.0,64.0,54.0,55.0,60.0,62.0,61.0,51.0,80.0,52.0,79.0,50.0,70.0,70.0,36.0,42.0,54.0,70.0,70.0,66.0,33
185.42,172,70.0,right,medium,medium,55.0,24.0,72.0,68.0,32.0,55.0,34.0,26.0,66.0,66.0,70.0,72.0,60.0,68.0,64.0,34.0,76.0,69.0,79.0,28.0,74.0,71.0,59.0,49.0,43.0,77.0,80.0,73.0,23
187.96,185,81.0,right,medium,medium,72.0,84.0,81.0,72.0,82.0,75.0,76.0,69.0,62.0,77.0,71.0,70.0,66.0,79.0,51.0,84.0,70.0,67.0,86.0,81.0,80.0,41.0,83.0,72.0,78.0,22.0,41.0,23.0,31
187.96,192,85.0,right,low,high,40.0,27.0,76.0,65.0,35.0,60.0,50.0,31.0,65.0,65.0,69.0,79.0,61.0,84.0,69.0,51.0,83.0,69.0,85.0,39.0,76.0,92.0,29.0,50.0,50.0,90.0,90.0,88.0,35
180.34,159,75.0,right,high,high,41.0,79.0,72.0,68.0,66.0,73.0,58.0,56.0,36.0,76.0,75.0,78.0,72.0,73.0,69.0,76.0,80.0,77.0,77.0,67.0,75.0,31.0,80.0,61.0,72.0,15.0,21.0,21.0,23
177.8,165,76.0,left,medium,medium,74.0,65.0,64.0,79.0,69.0,79.0,70.0,64.0,77.0,79.0,75.0,77.0,79.0,75.0,75.0,78.0,65.0,79.0,73.0,76.0,69.0,71.0,77.0,76.0,56.0,56.0,62.0,62.0,25
193.04,176,68.0,right,medium,low,40.0,75.0,83.0,60.0,70.0,55.0,44.0,50.0,30.0,69.0,50.0,60.0,30.0,69.0,32.0,55.0,82.0,54.0,88.0,41.0,48.0,20.0,75.0,48.0,78.0,16.0,32.0,20.0,35
180.34,170,70.0,right,medium,medium,73.0,71.0,48.0,70.0,68.0,73.0,71.0,60.0,60.0,72.0,82.0,71.0,81.0,62.0,75.0,72.0,60.0,71.0,60.0,70.0,40.0,18.0,69.0,67.0,73.0,14.0,16.0,13.0,28
190.5,190,70.0,right,low,medium,44.0,28.0,68.0,50.0,20.0,43.0,31.0,15.0,54.0,49.0,52.0,54.0,47.0,66.0,52.0,55.0,70.0,64.0,78.0,18.0,75.0,74.0,30.0,29.0,38.0,74.0,74.0,70.0,31
182.88,168,67.0,right,high,medium,69.0,27.0,57.0,65.0,34.0,58.0,45.0,32.0,62.0,66.0,69.0,69.0,66.0,66.0,62.0,52.0,53.0,75.0,55.0,38.0,68.0,64.0,48.0,44.0,40.0,63.0,68.0,66.0,22
170.18,139,74.0,right,medium,medium,76.0,59.0,37.0,80.0,73.0,74.0,85.0,75.0,60.0,81.0,76.0,54.0,72.0,69.0,89.0,65.0,35.0,68.0,34.0,65.0,61.0,35.0,73.0,78.0,73.0,25.0,31.0,23.0,35
182.88,161,74.0,left,medium,medium,52.0,27.0,70.0,60.0,22.0,58.0,59.0,27.0,60.0,62.0,68.0,68.0,67.0,70.0,60.0,62.0,84.0,68.0,74.0,37.0,72.0,82.0,35.0,34.0,37.0,78.0,78.0,73.0,30
180.34,170,68.0,left,medium,medium,76.0,58.0,66.0,71.0,65.0,69.0,68.0,55.0,67.0,68.0,67.0,63.0,76.0,66.0,63.0,70.0,66.0,65.0,65.0,67.0,66.0,67.0,66.0,59.0,62.0,66.0,69.0,72.0,34
190.5,185,64.0,right,low,medium,12.0,15.0,62.0,50.0,27.0,35.0,20.0,12.0,46.0,40.0,60.0,42.0,56.0,63.0,50.0,41.0,59.0,71.0,89.0,33.0,63.0,62.0,13.0,14.0,11.0,67.0,65.0,61.0,29
193.04,196,60.0,right,low,medium,47.0,60.0,68.0,45.0,60.0,49.0,43.0,44.0,40.0,54.0,49.0,69.0,33.0,57.0,33.0,65.0,33.0,59.0,84.0,52.0,51.0,21.0,59.0,35.0,50.0,22.0,21.0,21.0,21
182.88,165,72.0,left,medium,medium,74.0,58.0,58.0,79.0,68.0,72.0,80.0,76.0,78.0,78.0,69.0,69.0,65.0,72.0,69.0,80.0,65.0,69.0,75.0,73.0,66.0,68.0,70.0,78.0,68.0,58.0,68.0,68.0,32
182.88,168,66.0,right,medium,medium,46.0,25.0,66.0,55.0,37.0,40.0,37.0,35.0,49.0,55.0,64.0,62.0,58.0,67.0,60.0,44.0,79.0,56.0,72.0,39.0,70.0,68.0,20.0,34.0,49.0,65.0,64.0,62.0,33
172.72,150,70.0,right,medium,medium,61.0,48.0,51.0,74.0,55.0,65.0,73.0,73.0,70.0,71.0,70.0,69.0,77.0,70.0,80.0,70.0,56.0,81.0,65.0,68.0,71.0,66.0,60.0,76.0,66.0,58.0,62.0,62.0,31
185.42,170,71.0,left,medium,medium,65.0,35.0,70.0,60.0,48.0,45.0,40.0,36.0,56.0,50.0,62.0,51.0,63.0,67.0,58.0,64.0,80.0,66.0,78.0,49.0,73.0,74.0,53.0,38.0,47.0,71.0,73.0,69.0,32
182.88,181,73.0,right,medium,medium,66.0,23.0,71.0,66.0,52.0,54.0,47.0,35.0,63.0,58.0,67.0,69.0,62.0,67.0,56.0,63.0,79.0,69.0,74.0,41.0,77.0,75.0,31.0,26.0,31.0,75.0,77.0,75.0,30
180.34,163,68.0,right,medium,medium,57.0,55.0,53.0,69.0,63.0,71.0,71.0,69.0,63.0,73.0,77.0,77.0,80.0,69.0,74.0,65.0,70.0,78.0,70.0,69.0,48.0,20.0,65.0,66.0,75.0,15.0,24.0,20.0,26
185.42,172,63.0,right,medium,medium,43.0,24.0,60.0,57.0,31.0,44.0,42.0,39.0,40.0,59.0,66.0,65.0,63.0,64.0,58.0,58.0,65.0,73.0,75.0,32.0,67.0,67.0,25.0,26.0,44.0,67.0,64.0,60.0,23
182.88,174,60.0,left,medium,low,52.0,59.0,57.0,55.0,58.0,68.0,61.0,58.0,53.0,69.0,68.0,70.0,74.0,62.0,65.0,66.0,72.0,60.0,72.0,64.0,52.0,24.0,58.0,43.0,55.0,22.0,31.0,33.0,26
180.34,172,69.0,left,medium,medium,66.0,64.0,62.0,72.0,62.0,72.0,70.0,66.0,71.0,72.0,68.0,64.0,67.0,67.0,79.0,68.0,65.0,66.0,57.0,66.0,42.0,44.0,65.0,70.0,55.0,36.0,49.0,43.0,31
177.8,163,63.0,left,medium,high,61.0,43.0,60.0,68.0,36.0,58.0,53.0,52.0,66.0,64.0,57.0,62.0,64.0,67.0,66.0,61.0,63.0,58.0,62.0,56.0,71.0,56.0,50.0,64.0,52.0,54.0,62.0,60.0,33
177.8,150,81.0,right,low,low,91.0,58.0,54.0,88.0,76.0,78.0,92.0,93.0,90.0,86.0,47.0,33.0,44.0,88.0,64.0,75.0,33.0,59.0,59.0,77.0,49.0,57.0,48.0,94.0,83.0,40.0,50.0,39.0,37
180.34,159,65.0,right,high,medium,66.0,52.0,47.0,66.0,58.0,66.0,54.0,46.0,47.0,66.0,76.0,72.0,84.0,65.0,76.0,65.0,52.0,69.0,66.0,56.0,50.0,38.0,68.0,59.0,58.0,36.0,25.0,31.0,31
182.88,170,75.0,right,medium,medium,69.0,61.0,56.0,79.0,69.0,77.0,72.0,70.0,77.0,79.0,76.0,76.0,76.0,72.0,74.0,70.0,68.0,78.0,72.0,71.0,71.0,69.0,69.0,78.0,68.0,56.0,62.0,62.0,27
187.96,181,79.0,right,medium,medium,75.0,44.0,75.0,71.0,50.0,61.0,48.0,39.0,66.0,70.0,58.0,64.0,63.0,73.0,59.0,69.0,69.0,65.0,79.0,56.0,84.0,80.0,53.0,55.0,57.0,82.0,83.0,79.0,31
195.58,179,77.0,right,medium,medium,46.0,22.0,80.0,69.0,24.0,64.0,30.0,34.0,65.0,70.0,52.0,54.0,48.0,65.0,33.0,59.0,70.0,61.0,82.0,31.0,76.0,79.0,34.0,59.0,34.0,79.0,81.0,79.0,28
187.96,181,64.0,right,medium,medium,66.0,48.0,57.0,61.0,39.0,61.0,57.0,39.0,61.0,66.0,76.0,78.0,68.0,67.0,54.0,62.0,76.0,79.0,76.0,55.0,67.0,68.0,59.0,51.0,35.0,67.0,73.0,68.0,28
177.8,157,68.0,left,high,medium,66.0,24.0,51.0,62.0,39.0,59.0,64.0,42.0,50.0,62.0,71.0,80.0,65.0,71.0,72.0,54.0,43.0,83.0,49.0,59.0,74.0,70.0,61.0,57.0,33.0,60.0,64.0,66.0,30
175.26,146,64.0,right,high,low,59.0,63.0,51.0,62.0,65.0,65.0,63.0,65.0,61.0,66.0,75.0,75.0,74.0,62.0,78.0,60.0,67.0,72.0,53.0,65.0,45.0,45.0,62.0,64.0,66.0,16.0,30.0,24.0,23
193.04,172,65.0,right,medium,medium,59.0,48.0,60.0,70.0,58.0,68.0,62.0,52.0,66.0,68.0,55.0,61.0,62.0,62.0,37.0,68.0,35.0,54.0,76.0,65.0,55.0,66.0,64.0,69.0,54.0,26.0,56.0,44.0,25
180.34,168,75.0,right,high,high,74.0,29.0,71.0,75.0,32.0,74.0,77.0,65.0,71.0,74.0,75.0,73.0,73.0,76.0,71.0,70.0,66.0,78.0,67.0,62.0,74.0,74.0,47.0,59.0,42.0,79.0,76.0,75.0,29
187.96,187,76.0,left,medium,medium,51.0,35.0,78.0,61.0,45.0,56.0,63.0,43.0,80.0,68.0,53.0,54.0,59.0,77.0,44.0,57.0,87.0,72.0,84.0,53.0,70.0,76.0,58.0,62.0,40.0,78.0,80.0,75.0,27
187.96,163,72.0,right,medium,medium,49.0,29.0,74.0,68.0,25.0,59.0,32.0,22.0,61.0,66.0,62.0,68.0,50.0,71.0,59.0,31.0,71.0,65.0,68.0,20.0,70.0,68.0,30.0,51.0,38.0,72.0,80.0,76.0,20
180.34,163,64.0,right,medium,medium,60.0,44.0,56.0,63.0,57.0,60.0,62.0,58.0,57.0,64.0,68.0,68.0,71.0,66.0,70.0,68.0,66.0,68.0,70.0,51.0,65.0,65.0,56.0,57.0,54.0,59.0,64.0,66.0,32
193.04,185,79.0,right,high,medium,49.0,51.0,81.0,73.0,37.0,49.0,36.0,40.0,67.0,63.0,46.0,49.0,55.0,76.0,36.0,74.0,64.0,67.0,83.0,59.0,81.0,82.0,54.0,49.0,79.0,83.0,83.0,79.0,31
182.88,163,72.0,right,medium,medium,73.0,24.0,68.0,72.0,21.0,67.0,69.0,58.0,64.0,72.0,68.0,73.0,72.0,71.0,64.0,63.0,66.0,68.0,69.0,42.0,74.0,72.0,57.0,62.0,52.0,70.0,73.0,74.0,30
190.5,196,58.0,right,medium,medium,14.0,13.0,15.0,26.0,14.0,14.0,13.0,14.0,29.0,18.0,47.0,43.0,48.0,61.0,38.0,18.0,57.0,30.0,71.0,10.0,37.0,20.0,16.0,35.0,20.0,20.0,11.0,14.0,22
177.8,170,68.0,right,medium,medium,64.0,18.0,63.0,65.0,18.0,54.0,59.0,38.0,51.0,66.0,73.0,74.0,63.0,66.0,63.0,53.0,69.0,67.0,68.0,22.0,77.0,67.0,42.0,48.0,44.0,72.0,69.0,70.0,31
182.88,181,75.0,left,medium,medium,80.0,71.0,53.0,75.0,70.0,74.0,86.0,83.0,75.0,78.0,66.0,67.0,63.0,76.0,65.0,83.0,54.0,66.0,71.0,81.0,60.0,43.0,75.0,76.0,82.0,28.0,34.0,33.0,33
182.88,159,73.0,right,high,high,36.0,44.0,62.0,69.0,54.0,44.0,57.0,56.0,65.0,66.0,52.0,53.0,56.0,78.0,59.0,66.0,72.0,87.0,74.0,53.0,88.0,79.0,45.0,65.0,64.0,73.0,75.0,69.0,34
172.72,152,67.0,right,high,high,64.0,58.0,59.0,61.0,53.0,64.0,60.0,56.0,60.0,60.0,73.0,71.0,76.0,69.0,81.0,76.0,80.0,93.0,67.0,63.0,85.0,67.0,62.0,63.0,59.0,67.0,70.0,70.0,31
175.26,163,64.0,right,medium,medium,61.0,45.0,64.0,65.0,51.0,57.0,53.0,45.0,63.0,62.0,68.0,51.0,66.0,68.0,73.0,66.0,77.0,82.0,72.0,62.0,79.0,60.0,61.0,62.0,57.0,63.0,65.0,64.0,27
182.88,163,67.0,left,medium,medium,75.0,60.0,54.0,67.0,57.0,65.0,78.0,77.0,74.0,66.0,67.0,69.0,65.0,64.0,64.0,81.0,64.0,69.0,68.0,74.0,71.0,45.0,62.0,67.0,72.0,21.0,31.0,24.0,29
172.72,150,67.0,left,medium,medium,70.0,65.0,53.0,65.0,62.0,67.0,75.0,69.0,60.0,69.0,74.0,69.0,70.0,61.0,82.0,77.0,65.0,82.0,62.0,68.0,54.0,54.0,66.0,72.0,66.0,44.0,57.0,54.0,26
185.42,172,70.0,right,medium,medium,56.0,39.0,72.0,73.0,51.0,53.0,36.0,56.0,70.0,71.0,53.0,53.0,59.0,70.0,61.0,73.0,74.0,73.0,75.0,60.0,66.0,69.0,54.0,67.0,63.0,65.0,68.0,66.0,29
187.96,176,78.0,right,medium,high,63.0,64.0,77.0,77.0,57.0,75.0,72.0,73.0,74.0,77.0,60.0,63.0,65.0,74.0,59.0,77.0,75.0,79.0,84.0,71.0,88.0,81.0,63.0,68.0,66.0,73.0,82.0,75.0,27
177.8,168,71.0,right,high,medium,48.0,74.0,68.0,68.0,59.0,73.0,68.0,64.0,40.0,70.0,84.0,86.0,73.0,74.0,58.0,78.0,45.0,78.0,62.0,69.0,76.0,43.0,74.0,59.0,75.0,29.0,37.0,34.0,25
172.72,172,65.0,left,high,medium,65.0,43.0,46.0,57.0,45.0,55.0,50.0,41.0,53.0,64.0,75.0,72.0,65.0,60.0,80.0,69.0,81.0,75.0,73.0,35.0,69.0,62.0,67.0,59.0,39.0,61.0,66.0,66.0,25
182.88,181,73.0,right,medium,medium,51.0,29.0,75.0,61.0,31.0,33.0,27.0,30.0,61.0,55.0,34.0,53.0,34.0,71.0,60.0,70.0,70.0,67.0,77.0,55.0,82.0,68.0,36.0,59.0,59.0,72.0,75.0,76.0,32
177.8,161,74.0,right,medium,medium,68.0,76.0,60.0,64.0,73.0,80.0,67.0,71.0,50.0,78.0,78.0,69.0,78.0,78.0,74.0,77.0,67.0,73.0,58.0,75.0,68.0,19.0,78.0,59.0,79.0,20.0,20.0,26.0,25
190.5,170,63.0,right,medium,medium,58.0,67.0,62.0,61.0,57.0,62.0,53.0,33.0,47.0,64.0,62.0,44.0,60.0,57.0,59.0,68.0,55.0,30.0,70.0,58.0,49.0,24.0,64.0,53.0,67.0,23.0,21.0,23.0,24
170.18,148,81.0,left,high,high,74.0,60.0,55.0,85.0,69.0,81.0,70.0,71.0,80.0,85.0,85.0,82.0,85.0,84.0,88.0,75.0,74.0,88.0,57.0,71.0,63.0,71.0,68.0,82.0,77.0,57.0,74.0,72.0,30
170.18,150,88.0,right,high,medium,79.0,73.0,54.0,92.0,74.0,90.0,80.0,70.0,86.0,92.0,76.0,75.0,83.0,88.0,87.0,65.0,54.0,64.0,59.0,74.0,58.0,68.0,85.0,92.0,71.0,57.0,57.0,56.0,31
187.96,179,61.0,left,medium,medium,27.0,38.0,69.0,46.0,36.0,34.0,37.0,37.0,43.0,50.0,44.0,46.0,52.0,50.0,51.0,38.0,51.0,42.0,76.0,30.0,65.0,59.0,32.0,45.0,41.0,60.0,64.0,59.0,30
182.88,172,70.0,right,medium,medium,62.0,59.0,64.0,75.0,59.0,67.0,58.0,63.0,71.0,73.0,66.0,63.0,69.0,72.0,62.0,68.0,70.0,70.0,72.0,64.0,75.0,73.0,54.0,71.0,60.0,66.0,70.0,67.0,31
185.42,179,52.0,right,medium,medium,25.0,25.0,25.0,29.0,25.0,25.0,25.0,25.0,25.0,22.0,42.0,49.0,37.0,48.0,51.0,25.0,64.0,25.0,67.0,25.0,25.0,22.0,25.0,25.0,31.0,25.0,25.0,25.0,23
187.96,183,73.0,left,low,medium,34.0,16.0,67.0,59.0,27.0,36.0,42.0,38.0,63.0,52.0,48.0,53.0,31.0,55.0,49.0,69.0,61.0,67.0,88.0,21.0,76.0,65.0,31.0,51.0,29.0,76.0,85.0,75.0,28
185.42,196,77.0,left,medium,medium,60.0,45.0,73.0,79.0,46.0,58.0,58.0,52.0,82.0,68.0,34.0,53.0,56.0,77.0,43.0,58.0,55.0,74.0,82.0,47.0,77.0,81.0,43.0,56.0,52.0,78.0,82.0,78.0,27
177.8,148,65.0,right,medium,medium,60.0,55.0,50.0,71.0,51.0,61.0,68.0,71.0,69.0,70.0,69.0,65.0,70.0,67.0,68.0,65.0,71.0,58.0,66.0,60.0,60.0,60.0,55.0,65.0,78.0,65.0,68.0,46.0,33
182.88,176,62.0,right,medium,low,39.0,64.0,69.0,57.0,54.0,61.0,46.0,38.0,46.0,63.0,62.0,64.0,65.0,56.0,60.0,65.0,61.0,64.0,63.0,56.0,37.0,18.0,59.0,54.0,67.0,10.0,10.0,10.0,29
182.88,165,64.0,left,medium,high,55.0,15.0,68.0,65.0,30.0,56.0,30.0,55.0,60.0,57.0,54.0,61.0,46.0,53.0,63.0,42.0,82.0,75.0,82.0,13.0,71.0,68.0,20.0,39.0,38.0,69.0,68.0,67.0,29
175.26,161,69.0,right,high,high,64.0,66.0,66.0,72.0,67.0,65.0,62.0,52.0,68.0,68.0,57.0,55.0,57.0,70.0,71.0,76.0,64.0,77.0,70.0,68.0,75.0,57.0,66.0,68.0,67.0,64.0,72.0,71.0,32
187.96,181,67.0,right,medium,high,23.0,22.0,69.0,52.0,23.0,34.0,22.0,31.0,49.0,45.0,66.0,64.0,58.0,60.0,55.0,31.0,68.0,80.0,85.0,27.0,81.0,65.0,30.0,30.0,21.0,65.0,68.0,63.0,32
175.26,157,57.0,left,medium,medium,62.0,44.0,51.0,54.0,39.0,53.0,66.0,71.0,49.0,63.0,50.0,32.0,60.0,61.0,72.0,57.0,61.0,56.0,58.0,52.0,62.0,62.0,41.0,54.0,54.0,54.0,60.0,60.0,37
175.26,152,68.0,left,medium,medium,67.0,54.0,45.0,66.0,39.0,73.0,65.0,70.0,64.0,71.0,77.0,78.0,80.0,66.0,76.0,70.0,72.0,83.0,72.0,59.0,71.0,52.0,66.0,65.0,67.0,50.0,48.0,49.0,29
170.18,141,70.0,right,high,medium,60.0,72.0,66.0,65.0,68.0,68.0,69.0,68.0,38.0,67.0,76.0,74.0,77.0,71.0,80.0,69.0,69.0,64.0,62.0,67.0,49.0,36.0,77.0,63.0,81.0,34.0,23.0,25.0,33
182.88,154,67.0,right,high,medium,59.0,71.0,66.0,58.0,66.0,66.0,73.0,59.0,50.0,67.0,71.0,76.0,67.0,72.0,67.0,61.0,71.0,87.0,70.0,61.0,59.0,33.0,63.0,71.0,71.0,27.0,39.0,34.0,30
182.88,168,61.0,right,high,medium,39.0,61.0,60.0,54.0,61.0,47.0,42.0,42.0,50.0,57.0,71.0,70.0,67.0,60.0,63.0,70.0,60.0,58.0,73.0,48.0,70.0,44.0,59.0,59.0,69.0,44.0,41.0,43.0,27
